datetime,city,state,country,shape,durationMinutes,comments,,
6/27/2010,plano,tx,us,light,30 minutes for two events,Red-Gold Orb over Plano&#44Texas.,,
6/27/2010,east norriton,pa,us,triangle,30 seconds,triange lights seen accelerating westbound from east norriton,,
6/27/2010,western springs,il,us,circle,2 minutes,Flashing bright lights&#44 cirular clockwise movement going straight.,,
6/27/2010,monterey,ca,us,light,20 min.,Two brilliant blue and green lights that were observed for about 15 mins. that moved in an erratic fashion independent of each other.,,
6/28/2010,glendale,az,us,unknown,1 second,A light seen traveling through the sky at high altitue at a very high speed before dissappearing,,
6/28/2010,jacksonville,il,us,oval,5 minutes,Oval white light with no navigational lights travelling to the northeast.,,
6/28/2010,butler,pa,us,teardrop,3 mins,i look up and it was east of butler very big stll not moving then vanished turned clear,,
6/28/2010,lyndonville,ny,us,circle,15 seconds,6/28/10- UFO spotted next to Lake Ontario in Lyndonville&#44 NY,,
6/28/2010,columbus,in,us,cigar,5-10 mins,Chrome Blimp&#44 miles in the air&#44 travels halfway across horizon at same speed before beginning to emit a disturbing chemtrail.,,
6/28/2010,platteville,wi,us,cigar,15mins,While driving home we saw a Cigar/Oval shape&#44 silver object reflecting off the sun in Southwestern Wisconsin.,,
6/28/2010,phoenix,az,us,teardrop,2 min,15 or 16 yellowish white lights coming from the west formed a large X and held that position&#44 ascended and disappeared .,,
6/28/2010,houston,tx,us,changing,30 minutes,ufo sighting in houston&#44texas,,
6/28/2010,denver,co,us,sphere,45 seconds,Glowing orange orb over south metro Denver.,,
6/28/2010,lake havasu city,az,us,light,60 seconds,Three red and orange lights in arc formation above Lake Havasu&#44 AZ.,,
6/28/2010,mears,mi,us,sphere,10 minutes,Silent ball of light passed over as we attempted to make contact. It then came back and shined a brilliant light back at us,,
6/28/2010,sandwich,il,us,sphere,1 minute,Possible UFO Sighting in Sandwich&#44 IL.,,
6/28/2010,lincoln,ne,us,light,about 8 min.,I saw an orange light almost directly above my house&#44 in east Lincoln.  It was a little bigger than a star.,,
6/28/2010,troy,mo,us,other,ten to fifteen seconds,Star/Planet Shaped Flying Object,,
6/29/2010,signal mountain,tn,us,light,45 minutes to an hour,It seemed as if the military or some other sort of corporation was trying to identify this object that was in the sky that night.,,
6/29/2010,mckinney,tx,us,unknown,unknown,Upon closer inspection of the picture,,
6/29/2010,new milford,ct,us,light,8:30-9:30,bright white light  stands in the sky in conneticut.  ((NUFORC Note:  Possible sighting of Venus??  PD)),,
6/29/2010,boonville,in,us,light,4 seconds,A light drifted slightly to the left in the sky and then shot off into the distance and dissappeared.,,
6/29/2010,hodgkins,il,us,light,4-6  seconds,at 11:17 pm I was at work taking a smoke break in baever oil co smoking area I obesereved a tiny white lite traveling south to north th,,
6/29/2010,forest (canada),on,ca,circle,a couple hours,Bright orb seen over Lake Huron from cottage near Forest&#44 ON,,
6/29/2010,jacksonville,il,us,light,20 mins.,Ball of light&#44 west of city&#44 was wiggling&#44 observed for 20 min.  ((NUFORC Note:  Sighting of Venus?  PD)),,
6/29/2010,salina,ks,us,light,1 hour,Flashing red light in south western sky emits light orbs and is seemingly pursued by a fightert. ((NUFORC Note:  Celestial body?  PD)),,
6/29/2010,culpeper county,va,us,cigar,1:05,Orange&#44 3 lights with smaller lights frlying from and returning to it.,,
6/30/2010,lynnwood,wa,us,other,5 minutes,I woke up at around 2:40- 3am one night cant remember the day. I came out to my balcony to smoke a cigarette I was just about to light,,
6/30/2010,poteau,ok,us,other,2 minutes,Shadow in the Atmosphere,,
6/30/2010,o&#39fallon,il,us,circle,30 minutes,Object moved back and forth and changed colors. red&#44 white&#44 yellow&#44gold.,,
6/30/2010,sun valley,nv,us,other,5 seconds,This ball made no sound&#44 and I saw no power source.,,
6/30/2010,washington,mo,us,cylinder,15 to 20 minutes,MISSOURI INVESTIGATORS REPORT:  In clear blue sky my friend saw what at first thought was a com. plane until realized saw no wings.,,
6/30/2010,sikeston,mo,us,unknown,45 minutes,Blue lights scanning the sky line,,
6/30/2010,toledo,oh,us,triangle,1 minute,5 amber lights in a V-shape seemed stationary then dissapeared,,
6/30/2010,sioux city,ia,us,light,15 seconds,Strange disappearing / re-appearing object over Sioux city,,
7/1/2010,berkley,ma,us,light,10 mins,one thing is for sure it was a bright  white light no sound got bigger as it got next to me and a buzzing feeling,,
7/1/2010,glenwood springs.,co,us,light,3 minutes,Never seen any flying object like that or new something like that exsisted,,
7/1/2010,cape may,nj,us,cylinder,30 seconds,highly reflective cylinder,,
7/1/2010,rosemead,ca,us,fireball,20 min,July 1&#442010  20:00 rosemead&#44 california  fireball  20min  a bright orange red beaming light flying over in rosemead &#44 then disappeared,,
7/1/2010,ardmore,al,us,unknown,1-3 minutes,Two red lights and a blue light over highway 53 near Ardmore&#44 AL.,,
7/1/2010,muttontown,ny,us,other,0.5,2 stars switched positions in proximity and one slowly left&#44shooting star followed immediately thereafter,,
7/1/2010,ridgecrest,ca,us,circle,1 1/2 hours,Light flashes&#44 dark grey &quot;satellite&quot;&#44 periwinkle blue and white &quot;satellite&quot;,,
7/1/2010,lowell,ma,us,fireball,5 mins,6 fireball lights seen overhead,,
7/1/2010,hinckley,il,us,light,1 hr,Bright lights hoving between trees and water tower,,
7/1/2010,hastings (canada),on,ca,fireball,5 min,Fireball observed July 1st Canada Day evening just before fireworks&#44 crossing sky slightly upwards&#44 south south east then disappearing.,,
7/1/2010,palmdale,ca,us,triangle,5 minuutes,headed north west&#44 over palmdale&#44 followed by chase jet a triangle like pattern of lights with red light in the middle. Possiable TR3B,,
7/1/2010,norristown,pa,us,teardrop,8 hours,Teardrop bright light shaped craft seen in Norristown 6-29-10 and every night after at 10pm.  ((NUFORC Note:  Venus in wnw sky?  PD)),,
7/1/2010,carson,ca,us,triangle,1 1/2 hr.,red/Orange light in Carson&#44 CA ; Flashed&#44 Shot out beams,,
7/1/2010,missoula,mt,us,fireball,3 minutes,Glowing orange fireball over Missoula&#44 10:30 p.m.&#44 July 1.,,
7/1/2010,sudbury (canada),on,ca,circle,15 minutes,Sudbury Ontario 2 orange orbs appear for 15 minutes on Canada Day.,,
7/1/2010,newmarket (canada),on,ca,fireball,2 minutes,This low flying object emitted no sound but lots of orangey&#44 fire ball like light.,,
7/1/2010,fort mill,sc,us,fireball,5 minutes,Five fireballs fying slowly across the Fort Mil&#44 SC&#44 sky at night; sighting of a possible alien.  (NUFORC Note:  Serious report?? PD)),,
7/1/2010,lackawanna,ny,us,triangle,1/2 hour,Approx 11 PM on July first I witnessed an array of three solid red lights and one pulsing bright white light fly over Botanical Gardens,,
7/1/2010,rutherford,nj,us,fireball,30 seconds,Starships.  ((NUFORC Note:  Possibly satellites.  PD)),,
7/1/2010,philadelphia,pa,us,unknown,30 seconds,Four solid red lights sighted north of Philadelphia moving south in no particular formation disappeared one by one.,,
7/1/2010,blue springs,mo,us,light,15 seconds,MISSOURI INVESTIGATORS GROUP REPORT:  Noted a single light in NW sky traveling from my south moving NE.,,
7/2/2010,audubon,ia,us,oval,4 hours,White bright light changing into an orange red light that flew back and forth&#44 and then was gone.,,
7/2/2010,odell,il,us,other,20 mins,Unexplained event in the sky,,
7/2/2010,holyoke,ma,us,formation,1 minute approx,3 orange lights in triad formation&#44 Holyoke&#44 Mass&#44  July 2&#44 2010,,
7/2/2010,hamilton,nj,us,sphere,15 minutes,Lights in the sky during Fireworks show July 2&#44 2010,,
7/2/2010,chicago,il,us,fireball,3-Feb,Fireball object flying by Chicago midway airport area&#33,,
7/2/2010,chicago,il,us,fireball,1-2 mins,Fireball object over chicago midway airport&#33  ((NUFORC Note:  Report from experienced aviation professional.  PD)),,
7/2/2010,mishawaka,in,us,sphere,1.5 minutes,Bright orange sphere over Mishawaka&#44 IN,,
7/2/2010,clovis,ca,us,formation,seconds,Unknown very big object with 2 lights disappears no sound with it at all... thought we were going to die,,
7/2/2010,elgin,il,us,sphere,5 min,10  bright orange noiseless spheres flew over head in single file at intrevals of 10 to 15 seconds moving from S to N.,,
7/2/2010,oak creek,wi,us,fireball,5 minutes,Two fireballs flying in tandem.,,
7/2/2010,springfield,mo,us,triangle,2 minutes,Two 3 dimensional aircraft w /orange lights that didn&#39t move.,,
7/2/2010,keswick (canada),on,ca,fireball,2 min,July 2&#44 2010.  Keswick&#44Ontario Canada orange fireball&#44 2 minutes,,
7/2/2010,unadilla,mi,us,formation,10 minutes,String of Lights over Unadilla MI,,
7/2/2010,whitby (canada),on,ca,light,1 hour,Strange bright light hanging low in the night sky (not a planet) moved very slow and pulsing orange.  ((NUFORC Note:  Venus.  PD)),,
7/2/2010,hopkinsville,ky,us,light,5 sec,Extra star seen moving across the big dipper and then fading.,,
7/2/2010,jefferson city,mo,us,other,50 seconds,A obelisk shaped flying object illuminated with many colors of light&#44 flew across the sky at a moderate speed.,,
7/2/2010,jacksonville,fl,us,triangle,30 to 45 seconds,Triangle over the St John&#39s River,,
7/3/2010,port angeles,wa,us,light,1 min. 30 secs.,My two friends and I had a second sighting of the same type we had seen approximately two hours earlier. Once again&#44 the two lights&#44 wi,,
7/3/2010,columbia,sc,us,formation,5 secs,On July 3&#44 2010 at 2:33 am I was traveling north on interstate I-77 just passed mile marker 8&#44 in South Carolina.  At the time&#44 there w,,
7/3/2010,wausau,wi,us,fireball,present,ufo spotted middle wisconin 7 o&#39clock to the moon christmas tree shaped,,
7/3/2010,crown point,in,us,fireball,45 seconds,ball of fire moving slowly overhead....,,
7/3/2010,federal way,wa,us,light,5 minutes,Two lights following each other with a faster then normal speed.,,
7/3/2010,chanute,ks,us,fireball,5 min,Red/Yellow fireball low on the Southern Horizon of small Kansas Town,,
7/3/2010,poplar grove,il,us,chevron,5 minutes,Waiting for fireworks to begin saw two object flying southeast to northwest,,
7/3/2010,phillipsburg,nj,us,fireball,1 hour,50 Red Fireballs flying over NJ.,,
7/3/2010,seattle,wa,us,fireball,15 sec,July 3&#44 2010 sighting over Seattle&#44WA,,
7/3/2010,addison,tx,us,fireball,2-3 minutes,Two bright orange circular-type objects appearing at edge of a city park during 4th of July festivities,,
7/3/2010,montour falls,ny,us,disk,4,bright orange object on july 3rd 2010,,
7/3/2010,poteau,ok,us,light,5 minutes or longer,White Light Glimmering Correction*,,
7/3/2010,mesa,az,us,oval,3 minutes,Oval object in the sky splits into three sections of light and start to rotate clockwise while moving to the west in Mesa&#44 AZ.,,
7/3/2010,berwyn,il,us,circle,3 minutes,Cloudy ring like figure moving puickly through the late afternoon sky in Berwyn&#44 Illinois.,,
7/3/2010,eddyville,ky,us,light,20 mins.,Orb shaped light&#44 steady orange/yellow color&#44 250+- ft. high&#44 steady speed hoz-hoz&#44 UFO to witnesses.,,
7/3/2010,lemoore,ca,us,triangle,1 -2 mins,craft with 3 top lights&#44 no sound approached car&#44 does 360 sharp turn in field.,,
7/3/2010,new london (near),ct,us,light,3 seconds,An out of the ordinary&#44 fast-moving light moved in a zig zag pattern across the night sky and disappeared in a matter of seconds.,,
7/3/2010,baltimore,oh,us,oval,4 minutes,Sighting of capsule shaped object&#44 front and back identical with glowing light with a dark middle space.,,
7/3/2010,red bank,nj,us,changing,30 minutes,Unknown Self luminous Red Obj obve fireworks display,,
7/3/2010,rockford,il,us,oval,approx. 30 seconds,A keen sighting of many in Rockford Illinois-,,
7/3/2010,waynesboro,pa,us,circle,1-2 minutes,Red&#44 circular object sighted in night sky before fireworks display,,
7/3/2010,watkins glen,ny,us,light,4-6 minutes each,3 Separate Sightings 15 minutes appart,,
7/3/2010,zebulon,nc,us,unknown,1 hour,20 or more red lights in the sky seen in North Carolina.,,
7/3/2010,cincinnati,oh,us,light,5 minutes,Saw unknown persistent light in the sky and then a gray object that arced away when the light stopped.,,
7/3/2010,lincoln park,mi,us,oval,3 minutes,strange craft move with no noise or wings or rotor blades,,
7/3/2010,austintown,oh,us,other,5 min,Red lights in shape of horseshoe moving accross sky,,
7/3/2010,bonaparte,ia,us,fireball,5 to 15 min.,On july 3 2010 around 22:00 just before the fireworks show a orange and red orb just appeared over the des moines river and floated sou,,
7/3/2010,lansing,ks,us,light,5 min,i saw some lights almost like spotlights and they went in motion like right left then stoped for few seconds then cirled and went away.,,
7/3/2010,nordman,id,us,light,1 hour,Strange slow moving orange light traveling from west to east then turned abruptly and disappeared.,,
7/3/2010,ottawa,il,us,fireball,30 seconds to a minute,It was just after nightfall Saturday&#44 July 3 about 22:00. I was walking toward a pile of wood&#44 to light the bonfire. I was walking nort,,
7/3/2010,fostoria,oh,us,unknown,40 seconds,I and 8 others witnessed a fast moving object in the eastern sky moving south to north.  The object appeared to be orange in color and,,
7/3/2010,midlothian,va,us,other,15.min,i reported 2 star like lights to the police and then within 15 min there was a dozen aircraft giving chace north from richmond va 2 D.C,,
7/3/2010,poteau,ok,us,sphere,2-3 minutes,Four orange spherical glowing lights moving slowly in formation at tree top level at 10 pm over Poteau&#44 OK.,,
7/3/2010,clarksville,oh,us,circle,5 minutes,I was standing on the outside deck of a local eatery looked up because something caught my eye and saw comming over the roof area and m,,
7/3/2010,rohnert park,ca,us,fireball,about 15 seconds,Bright yellow fireball made right angle turn and disappeared.,,
7/3/2010,port angeles,wa,us,light,2 minutes,Set of two lights moving silently in-line with one another from East to West. Lead light brighter than follow light.,,
7/3/2010,bellingham (sudden valley),wa,us,light,5 min,Two lights following each other across the sky.  ((NUFORC Note:  Possibly the ISS&#44 followed by the Russian supply capsule.  PD)),,
7/3/2010,trail (canada),bc,ca,light,3 minutes,Light leading another.  ((NUFORC Note:  International Space Station over flight&#44 followed by Russian re-supply capsule.  PD)),,
7/3/2010,osseo,mi,us,oval,1min 40sec,clear night watching fireworks from our hill in osseo mi. 3 objects move form the s/sw to n/ne at a rate of speed that tokk only 2 min.,,
7/3/2010,riverside,ca,us,circle,1 minute approx.,Dull orange orb suddenly appears,,
7/3/2010,lacey,wa,us,formation,5 to 10 mins,Three orange lights in a triangle shape the lights looked like fire moving at a high rate of speed at a very high altitude,,
